instant,date,season,year,mnth,hour,holiday,weekday,workingday,weather_condition,temperature,feels_like_temperature,humidity,windspeed,casual_users,registered_users,total_rentals,month,month_name,day,hour_category,day_type
172,2011-01-08,Spring,2011,1,10,0,Saturday,0,Mist,0.18,0.197,0.8,0.1642,5,56,61,1,Jan,8,Pagi,Hari Libur/Akhir Pekan
173,2011-01-08,Spring,2011,1,11,0,Saturday,0,Mist,0.2,0.1818,0.69,0.3881,2,60,62,1,Jan,8,Pagi,Hari Libur/Akhir Pekan
174,2011-01-08,Spring,2011,1,12,0,Saturday,0,Mist,0.2,0.1818,0.59,0.3582,8,90,98,1,Jan,8,Siang,Hari Libur/Akhir Pekan
175,2011-01-08,Spring,2011,1,13,0,Saturday,0,Clear,0.2,0.1818,0.44,0.3284,7,95,102,1,Jan,8,Siang,Hari Libur/Akhir Pekan
176,2011-01-08,Spring,2011,1,14,0,Saturday,0,Clear,0.2,0.1667,0.32,0.4925,12,83,95,1,Jan,8,Siang,Hari Libur/Akhir Pekan
177,2011-01-08,Spring,2011,1,15,0,Saturday,0,Clear,0.2,0.1667,0.32,0.4478,5,69,74,1,Jan,8,Siang,Hari Libur/Akhir Pekan
178,2011-01-08,Spring,2011,1,16,0,Saturday,0,Clear,0.18,0.1364,0.29,0.4478,8,68,76,1,Jan,8,Siang,Hari Libur/Akhir Pekan
179,2011-01-08,Spring,2011,1,17,0,Saturday,0,Clear,0.16,0.1212,0.37,0.5522,5,64,69,1,Jan,8,Siang,Hari Libur/Akhir Pekan
180,2011-01-08,Spring,2011,1,18,0,Saturday,0,Clear,0.14,0.1212,0.39,0.2985,3,52,55,1,Jan,8,Malam,Hari Libur/Akhir Pekan
181,2011-01-08,Spring,2011,1,19,0,Saturday,0,Clear,0.14,0.1212,0.36,0.2537,4,26,30,1,Jan,8,Malam,Hari Libur/Akhir Pekan
182,2011-01-08,Spring,2011,1,20,0,Saturday,0,Clear,0.12,0.1212,0.36,0.2537,0,28,28,1,Jan,8,Malam,Hari Libur/Akhir Pekan
183,2011-01-08,Spring,2011,1,21,0,Saturday,0,Clear,0.12,0.1061,0.39,0.3582,2,35,37,1,Jan,8,Malam,Hari Libur/Akhir Pekan
184,2011-01-08,Spring,2011,1,22,0,Saturday,0,Clear,0.12,0.1061,0.36,0.3881,1,33,34,1,Jan,8,Malam,Hari Libur/Akhir Pekan
185,2011-01-08,Spring,2011,1,23,0,Saturday,0,Clear,0.1,0.0606,0.39,0.4478,0,22,22,1,Jan,8,Malam,Hari Libur/Akhir Pekan
186,2011-01-09,Spring,2011,1,0,0,Sunday,0,Clear,0.1,0.0758,0.42,0.3881,1,24,25,1,Jan,9,Dini Hari,Hari Libur/Akhir Pekan
187,2011-01-09,Spring,2011,1,1,0,Sunday,0,Clear,0.1,0.0606,0.42,0.4627,0,12,12,1,Jan,9,Dini Hari,Hari Libur/Akhir Pekan
188,2011-01-09,Spring,2011,1,2,0,Sunday,0,Clear,0.1,0.0606,0.46,0.4627,0,11,11,1,Jan,9,Dini Hari,Hari Libur/Akhir Pekan
189,2011-01-09,Spring,2011,1,3,0,Sunday,0,Clear,0.1,0.0758,0.46,0.4179,0,4,4,1,Jan,9,Dini Hari,Hari Libur/Akhir Pekan
190,2011-01-09,Spring,2011,1,4,0,Sunday,0,Clear,0.08,0.0909,0.53,0.194,0,1,1,1,Jan,9,Dini Hari,Hari Libur/Akhir Pekan
191,2011-01-09,Spring,2011,1,5,0,Sunday,0,Clear,0.08,0.0909,0.53,0.194,0,1,1,1,Jan,9,Dini Hari,Hari Libur/Akhir Pekan
192,2011-01-09,Spring,2011,1,6,0,Sunday,0,Clear,0.1,0.0909,0.49,0.2836,0,1,1,1,Jan,9,Pagi,Hari Libur/Akhir Pekan
193,2011-01-09,Spring,2011,1,7,0,Sunday,0,Clear,0.08,0.0909,0.53,0.194,1,5,6,1,Jan,9,Pagi,Hari Libur/Akhir Pekan
194,2011-01-09,Spring,2011,1,8,0,Sunday,0,Clear,0.1,0.0909,0.49,0.2836,0,10,10,1,Jan,9,Pagi,Hari Libur/Akhir Pekan
195,2011-01-09,Spring,2011,1,9,0,Sunday,0,Clear,0.12,0.0758,0.46,0.5224,0,19,19,1,Jan,9,Pagi,Hari Libur/Akhir Pekan
196,2011-01-09,Spring,2011,1,10,0,Sunday,0,Clear,0.14,0.1061,0.43,0.3881,0,49,49,1,Jan,9,Pagi,Hari Libur/Akhir Pekan
197,2011-01-09,Spring,2011,1,11,0,Sunday,0,Clear,0.16,0.1212,0.4,0.5224,2,47,49,1,Jan,9,Pagi,Hari Libur/Akhir Pekan
198,2011-01-09,Spring,2011,1,12,0,Sunday,0,Clear,0.18,0.1364,0.37,0.4478,4,79,83,1,Jan,9,Siang,Hari Libur/Akhir Pekan
199,2011-01-09,Spring,2011,1,13,0,Sunday,0,Clear,0.2,0.1667,0.34,0.4478,6,69,75,1,Jan,9,Siang,Hari Libur/Akhir Pekan
200,2011-01-09,Spring,2011,1,14,0,Sunday,0,Clear,0.22,0.1818,0.32,0.4627,8,64,72,1,Jan,9,Siang,Hari Libur/Akhir Pekan
201,2011-01-09,Spring,2011,1,15,0,Sunday,0,Clear,0.22,0.197,0.35,0.3582,5,77,82,1,Jan,9,Siang,Hari Libur/Akhir Pekan
202,2011-01-09,Spring,2011,1,16,0,Sunday,0,Clear,0.2,0.1667,0.34,0.4478,13,79,92,1,Jan,9,Siang,Hari Libur/Akhir Pekan
203,2011-01-09,Spring,2011,1,17,0,Sunday,0,Clear,0.18,0.1515,0.37,0.3881,3,59,62,1,Jan,9,Siang,Hari Libur/Akhir Pekan
204,2011-01-09,Spring,2011,1,18,0,Sunday,0,Clear,0.16,0.1364,0.4,0.3284,4,44,48,1,Jan,9,Malam,Hari Libur/Akhir Pekan
205,2011-01-09,Spring,2011,1,19,0,Sunday,0,Clear,0.16,0.1364,0.43,0.3284,1,40,41,1,Jan,9,Malam,Hari Libur/Akhir Pekan
206,2011-01-09,Spring,2011,1,20,0,Sunday,0,Clear,0.14,0.1212,0.46,0.2537,0,38,38,1,Jan,9,Malam,Hari Libur/Akhir Pekan
207,2011-01-09,Spring,2011,1,21,0,Sunday,0,Clear,0.14,0.1061,0.46,0.4179,1,19,20,1,Jan,9,Malam,Hari Libur/Akhir Pekan
208,2011-01-09,Spring,2011,1,22,0,Sunday,0,Clear,0.14,0.1212,0.46,0.2985,5,10,15,1,Jan,9,Malam,Hari Libur/Akhir Pekan
209,2011-01-09,Spring,2011,1,23,0,Sunday,0,Clear,0.12,0.1364,0.5,0.194,0,6,6,1,Jan,9,Malam,Hari Libur/Akhir Pekan
210,2011-01-10,Spring,2011,1,0,0,Monday,1,Clear,0.12,0.1212,0.5,0.2836,2,3,5,1,Jan,10,Dini Hari,Hari Kerja
211,2011-01-10,Spring,2011,1,1,0,Monday,1,Clear,0.12,0.1212,0.5,0.2836,1,0,1,1,Jan,10,Dini Hari,Hari Kerja
212,2011-01-10,Spring,2011,1,2,0,Monday,1,Clear,0.12,0.1212,0.5,0.2239,0,3,3,1,Jan,10,Dini Hari,Hari Kerja
213,2011-01-10,Spring,2011,1,3,0,Monday,1,Clear,0.12,0.1212,0.5,0.2239,0,1,1,1,Jan,10,Dini Hari,Hari Kerja
214,2011-01-10,Spring,2011,1,4,0,Monday,1,Clear,0.1,0.1212,0.54,0.1343,1,2,3,1,Jan,10,Dini Hari,Hari Kerja
215,2011-01-10,Spring,2011,1,5,0,Monday,1,Clear,0.1,0.1061,0.54,0.2537,0,3,3,1,Jan,10,Dini Hari,Hari Kerja
216,2011-01-10,Spring,2011,1,6,0,Monday,1,Clear,0.12,0.1212,0.5,0.2836,0,31,31,1,Jan,10,Pagi,Hari Kerja
217,2011-01-10,Spring,2011,1,7,0,Monday,1,Clear,0.12,0.1212,0.5,0.2239,2,75,77,1,Jan,10,Pagi,Hari Kerja
218,2011-01-10,Spring,2011,1,8,0,Monday,1,Mist,0.12,0.1212,0.5,0.2836,4,184,188,1,Jan,10,Pagi,Hari Kerja
219,2011-01-10,Spring,2011,1,9,0,Monday,1,Mist,0.14,0.1212,0.5,0.2537,2,92,94,1,Jan,10,Pagi,Hari Kerja
220,2011-01-10,Spring,2011,1,10,0,Monday,1,Mist,0.14,0.1212,0.5,0.2985,0,31,31,1,Jan,10,Pagi,Hari Kerja
221,2011-01-10,Spring,2011,1,11,0,Monday,1,Mist,0.16,0.1364,0.47,0.2836,2,28,30,1,Jan,10,Pagi,Hari Kerja
222,2011-01-10,Spring,2011,1,12,0,Monday,1,Mist,0.2,0.1818,0.4,0.2836,5,47,52,1,Jan,10,Siang,Hari Kerja
223,2011-01-10,Spring,2011,1,13,0,Monday,1,Mist,0.2,0.1818,0.4,0.2836,4,50,54,1,Jan,10,Siang,Hari Kerja
224,2011-01-10,Spring,2011,1,14,0,Monday,1,Mist,0.2,0.197,0.4,0.2239,0,47,47,1,Jan,10,Siang,Hari Kerja
225,2011-01-10,Spring,2011,1,15,0,Monday,1,Mist,0.2,0.197,0.4,0.2239,2,43,45,1,Jan,10,Siang,Hari Kerja
226,2011-01-10,Spring,2011,1,16,0,Monday,1,Clear,0.2,0.2121,0.4,0.1343,4,70,74,1,Jan,10,Siang,Hari Kerja
227,2011-01-10,Spring,2011,1,17,0,Monday,1,Clear,0.2,0.2273,0.4,0.1045,4,174,178,1,Jan,10,Siang,Hari Kerja
228,2011-01-10,Spring,2011,1,18,0,Monday,1,Clear,0.2,0.197,0.4,0.2239,1,154,155,1,Jan,10,Malam,Hari Kerja
229,2011-01-10,Spring,2011,1,19,0,Monday,1,Clear,0.16,0.1667,0.47,0.1642,3,92,95,1,Jan,10,Malam,Hari Kerja
230,2011-01-10,Spring,2011,1,20,0,Monday,1,Clear,0.16,0.1667,0.5,0.1642,1,73,74,1,Jan,10,Malam,Hari Kerja
231,2011-01-10,Spring,2011,1,21,0,Monday,1,Clear,0.14,0.1364,0.59,0.194,1,37,38,1,Jan,10,Malam,Hari Kerja
232,2011-01-10,Spring,2011,1,22,0,Monday,1,Clear,0.14,0.1515,0.59,0.1642,2,22,24,1,Jan,10,Malam,Hari Kerja
233,2011-01-10,Spring,2011,1,23,0,Monday,1,Clear,0.14,0.1515,0.59,0.1642,0,18,18,1,Jan,10,Malam,Hari Kerja
234,2011-01-11,Spring,2011,1,0,0,Tuesday,1,Clear,0.14,0.1667,0.59,0.1045,2,10,12,1,Jan,11,Dini Hari,Hari Kerja
235,2011-01-11,Spring,2011,1,1,0,Tuesday,1,Clear,0.14,0.1515,0.59,0.1642,0,3,3,1,Jan,11,Dini Hari,Hari Kerja
236,2011-01-11,Spring,2011,1,2,0,Tuesday,1,Mist,0.16,0.1515,0.55,0.194,0,3,3,1,Jan,11,Dini Hari,Hari Kerja
237,2011-01-11,Spring,2011,1,5,0,Tuesday,1,Mist,0.16,0.1818,0.55,0.1343,0,6,6,1,Jan,11,Dini Hari,Hari Kerja
238,2011-01-11,Spring,2011,1,6,0,Tuesday,1,Mist,0.16,0.1818,0.55,0.1343,0,27,27,1,Jan,11,Pagi,Hari Kerja
239,2011-01-11,Spring,2011,1,7,0,Tuesday,1,Mist,0.16,0.2273,0.55,0.0,2,97,99,1,Jan,11,Pagi,Hari Kerja
240,2011-01-11,Spring,2011,1,8,0,Tuesday,1,Mist,0.18,0.2121,0.51,0.0896,3,214,217,1,Jan,11,Pagi,Hari Kerja
241,2011-01-11,Spring,2011,1,9,0,Tuesday,1,Mist,0.18,0.197,0.51,0.1642,3,127,130,1,Jan,11,Pagi,Hari Kerja
242,2011-01-11,Spring,2011,1,10,0,Tuesday,1,Mist,0.2,0.2121,0.51,0.1642,3,51,54,1,Jan,11,Pagi,Hari Kerja
243,2011-01-11,Spring,2011,1,11,0,Tuesday,1,Mist,0.2,0.2121,0.47,0.1343,4,31,35,1,Jan,11,Pagi,Hari Kerja
244,2011-01-11,Spring,2011,1,12,0,Tuesday,1,Mist,0.2,0.2273,0.51,0.1045,2,55,57,1,Jan,11,Siang,Hari Kerja
245,2011-01-11,Spring,2011,1,13,0,Tuesday,1,Mist,0.2,0.2273,0.59,0.0896,6,46,52,1,Jan,11,Siang,Hari Kerja
246,2011-01-11,Spring,2011,1,14,0,Tuesday,1,Mist,0.2,0.2273,0.59,0.0896,3,60,63,1,Jan,11,Siang,Hari Kerja
247,2011-01-11,Spring,2011,1,15,0,Tuesday,1,Mist,0.16,0.197,0.8,0.0896,2,45,47,1,Jan,11,Siang,Hari Kerja
248,2011-01-11,Spring,2011,1,16,0,Tuesday,1,Mist,0.16,0.1515,0.86,0.2239,4,72,76,1,Jan,11,Siang,Hari Kerja
249,2011-01-11,Spring,2011,1,17,0,Tuesday,1,Mist,0.16,0.1515,0.86,0.2239,6,130,136,1,Jan,11,Siang,Hari Kerja
250,2011-01-11,Spring,2011,1,18,0,Tuesday,1,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,94,95,1,Jan,11,Malam,Hari Kerja
251,2011-01-11,Spring,2011,1,19,0,Tuesday,1,Light Snow/Rain,0.16,0.2273,0.93,0.0,0,51,51,1,Jan,11,Malam,Hari Kerja
252,2011-01-11,Spring,2011,1,20,0,Tuesday,1,Light Snow/Rain,0.16,0.1515,0.93,0.194,0,32,32,1,Jan,11,Malam,Hari Kerja
253,2011-01-11,Spring,2011,1,21,0,Tuesday,1,Light Snow/Rain,0.16,0.197,0.86,0.0896,0,20,20,1,Jan,11,Malam,Hari Kerja
254,2011-01-11,Spring,2011,1,22,0,Tuesday,1,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,28,29,1,Jan,11,Malam,Hari Kerja
255,2011-01-11,Spring,2011,1,23,0,Tuesday,1,Light Snow/Rain,0.16,0.197,0.93,0.0896,1,18,19,1,Jan,11,Malam,Hari Kerja
256,2011-01-12,Spring,2011,1,0,0,Wednesday,1,Mist,0.16,0.197,0.86,0.0896,0,7,7,1,Jan,12,Dini Hari,Hari Kerja
257,2011-01-12,Spring,2011,1,1,0,Wednesday,1,Mist,0.16,0.1818,0.86,0.1045,0,6,6,1,Jan,12,Dini Hari,Hari Kerja
258,2011-01-12,Spring,2011,1,2,0,Wednesday,1,Clear,0.14,0.1515,0.86,0.1343,0,1,1,1,Jan,12,Dini Hari,Hari Kerja
259,2011-01-12,Spring,2011,1,5,0,Wednesday,1,Clear,0.14,0.1515,0.86,0.1642,0,5,5,1,Jan,12,Dini Hari,Hari Kerja
260,2011-01-12,Spring,2011,1,6,0,Wednesday,1,Clear,0.12,0.1515,0.93,0.1343,0,16,16,1,Jan,12,Pagi,Hari Kerja
261,2011-01-12,Spring,2011,1,7,0,Wednesday,1,Clear,0.14,0.1515,0.69,0.1343,0,54,54,1,Jan,12,Pagi,Hari Kerja
262,2011-01-12,Spring,2011,1,8,0,Wednesday,1,Clear,0.16,0.1667,0.59,0.1642,3,125,128,1,Jan,12,Pagi,Hari Kerja
263,2011-01-12,Spring,2011,1,9,0,Wednesday,1,Clear,0.16,0.1364,0.59,0.3284,3,78,81,1,Jan,12,Pagi,Hari Kerja
264,2011-01-12,Spring,2011,1,10,0,Wednesday,1,Clear,0.18,0.1818,0.55,0.2239,0,39,39,1,Jan,12,Pagi,Hari Kerja
265,2011-01-12,Spring,2011,1,11,0,Wednesday,1,Clear,0.2,0.1818,0.51,0.3881,3,32,35,1,Jan,12,Pagi,Hari Kerja
266,2011-01-12,Spring,2011,1,12,0,Wednesday,1,Clear,0.2,0.1515,0.47,0.5821,3,52,55,1,Jan,12,Siang,Hari Kerja
267,2011-01-12,Spring,2011,1,13,0,Wednesday,1,Clear,0.22,0.197,0.44,0.3582,0,49,49,1,Jan,12,Siang,Hari Kerja
268,2011-01-12,Spring,2011,1,14,0,Wednesday,1,Clear,0.2,0.1818,0.47,0.3284,0,44,44,1,Jan,12,Siang,Hari Kerja
269,2011-01-12,Spring,2011,1,15,0,Wednesday,1,Clear,0.2,0.1667,0.47,0.4179,1,48,49,1,Jan,12,Siang,Hari Kerja
270,2011-01-12,Spring,2011,1,16,0,Wednesday,1,Clear,0.22,0.197,0.44,0.3284,5,63,68,1,Jan,12,Siang,Hari Kerja
271,2011-01-12,Spring,2011,1,17,0,Wednesday,1,Clear,0.2,0.1818,0.47,0.3582,0,139,139,1,Jan,12,Siang,Hari Kerja
272,2011-01-12,Spring,2011,1,18,0,Wednesday,1,Clear,0.2,0.1515,0.47,0.5224,2,135,137,1,Jan,12,Malam,Hari Kerja
273,2011-01-12,Spring,2011,1,19,0,Wednesday,1,Clear,0.18,0.1515,0.47,0.4179,1,82,83,1,Jan,12,Malam,Hari Kerja
274,2011-01-12,Spring,2011,1,20,0,Wednesday,1,Clear,0.16,0.1364,0.5,0.3284,2,54,56,1,Jan,12,Malam,Hari Kerja
275,2011-01-12,Spring,2011,1,21,0,Wednesday,1,Clear,0.16,0.1364,0.55,0.3284,0,57,57,1,Jan,12,Malam,Hari Kerja
276,2011-01-12,Spring,2011,1,22,0,Wednesday,1,Clear,0.16,0.1212,0.55,0.4478,1,32,33,1,Jan,12,Malam,Hari Kerja
277,2011-01-12,Spring,2011,1,23,0,Wednesday,1,Clear,0.14,0.1061,0.59,0.4179,1,19,20,1,Jan,12,Malam,Hari Kerja
278,2011-01-13,Spring,2011,1,0,0,Thursday,1,Clear,0.14,0.1212,0.59,0.2836,1,6,7,1,Jan,13,Dini Hari,Hari Kerja
279,2011-01-13,Spring,2011,1,1,0,Thursday,1,Clear,0.14,0.1212,0.5,0.2836,0,2,2,1,Jan,13,Dini Hari,Hari Kerja
280,2011-01-13,Spring,2011,1,2,0,Thursday,1,Clear,0.14,0.1212,0.5,0.3582,0,2,2,1,Jan,13,Dini Hari,Hari Kerja
281,2011-01-13,Spring,2011,1,3,0,Thursday,1,Clear,0.14,0.1212,0.5,0.3284,0,3,3,1,Jan,13,Dini Hari,Hari Kerja
282,2011-01-13,Spring,2011,1,4,0,Thursday,1,Clear,0.14,0.1212,0.5,0.2537,0,4,4,1,Jan,13,Dini Hari,Hari Kerja
283,2011-01-13,Spring,2011,1,5,0,Thursday,1,Clear,0.14,0.1212,0.5,0.2985,0,3,3,1,Jan,13,Dini Hari,Hari Kerja
284,2011-01-13,Spring,2011,1,6,0,Thursday,1,Clear,0.12,0.1515,0.54,0.1343,0,28,28,1,Jan,13,Pagi,Hari Kerja
285,2011-01-13,Spring,2011,1,7,0,Thursday,1,Clear,0.12,0.1515,0.54,0.1343,0,72,72,1,Jan,13,Pagi,Hari Kerja
286,2011-01-13,Spring,2011,1,8,0,Thursday,1,Clear,0.14,0.1364,0.5,0.194,5,197,202,1,Jan,13,Pagi,Hari Kerja
287,2011-01-13,Spring,2011,1,9,0,Thursday,1,Clear,0.14,0.1212,0.5,0.3284,2,137,139,1,Jan,13,Pagi,Hari Kerja
288,2011-01-13,Spring,2011,1,10,0,Thursday,1,Mist,0.16,0.1364,0.5,0.3582,2,36,38,1,Jan,13,Pagi,Hari Kerja
289,2011-01-13,Spring,2011,1,11,0,Thursday,1,Mist,0.2,0.1667,0.44,0.4478,4,33,37,1,Jan,13,Pagi,Hari Kerja
290,2011-01-13,Spring,2011,1,12,0,Thursday,1,Clear,0.2,0.1667,0.44,0.4179,3,49,52,1,Jan,13,Siang,Hari Kerja
291,2011-01-13,Spring,2011,1,13,0,Thursday,1,Clear,0.22,0.197,0.41,0.4478,2,81,83,1,Jan,13,Siang,Hari Kerja
292,2011-01-13,Spring,2011,1,14,0,Thursday,1,Clear,0.22,0.197,0.41,0.3881,3,39,42,1,Jan,13,Siang,Hari Kerja
293,2011-01-13,Spring,2011,1,15,0,Thursday,1,Clear,0.24,0.2121,0.38,0.2985,5,55,60,1,Jan,13,Siang,Hari Kerja
294,2011-01-13,Spring,2011,1,16,0,Thursday,1,Clear,0.24,0.2121,0.38,0.3582,2,76,78,1,Jan,13,Siang,Hari Kerja
295,2011-01-13,Spring,2011,1,17,0,Thursday,1,Clear,0.2,0.1818,0.4,0.2836,4,158,162,1,Jan,13,Siang,Hari Kerja
296,2011-01-13,Spring,2011,1,18,0,Thursday,1,Clear,0.2,0.1818,0.4,0.3284,3,141,144,1,Jan,13,Malam,Hari Kerja
297,2011-01-13,Spring,2011,1,19,0,Thursday,1,Clear,0.16,0.1515,0.47,0.2537,1,98,99,1,Jan,13,Malam,Hari Kerja
298,2011-01-13,Spring,2011,1,20,0,Thursday,1,Clear,0.16,0.1515,0.47,0.2239,0,64,64,1,Jan,13,Malam,Hari Kerja
299,2011-01-13,Spring,2011,1,21,0,Thursday,1,Clear,0.14,0.1212,0.46,0.2985,0,40,40,1,Jan,13,Malam,Hari Kerja
300,2011-01-13,Spring,2011,1,22,0,Thursday,1,Clear,0.14,0.1212,0.46,0.3284,0,30,30,1,Jan,13,Malam,Hari Kerja
301,2011-01-13,Spring,2011,1,23,0,Thursday,1,Clear,0.12,0.1364,0.5,0.194,1,14,15,1,Jan,13,Malam,Hari Kerja
302,2011-01-14,Spring,2011,1,0,0,Friday,1,Clear,0.12,0.1364,0.5,0.194,0,14,14,1,Jan,14,Dini Hari,Hari Kerja
303,2011-01-14,Spring,2011,1,1,0,Friday,1,Clear,0.1,0.1212,0.54,0.1642,0,5,5,1,Jan,14,Dini Hari,Hari Kerja
304,2011-01-14,Spring,2011,1,2,0,Friday,1,Clear,0.1,0.1212,0.54,0.1343,0,1,1,1,Jan,14,Dini Hari,Hari Kerja
305,2011-01-14,Spring,2011,1,3,0,Friday,1,Clear,0.1,0.1364,0.54,0.1045,0,1,1,1,Jan,14,Dini Hari,Hari Kerja
306,2011-01-14,Spring,2011,1,5,0,Friday,1,Clear,0.1,0.1364,0.54,0.0896,0,8,8,1,Jan,14,Dini Hari,Hari Kerja
307,2011-01-14,Spring,2011,1,6,0,Friday,1,Clear,0.1,0.1818,0.54,0.0,0,17,17,1,Jan,14,Pagi,Hari Kerja
308,2011-01-14,Spring,2011,1,7,0,Friday,1,Clear,0.1,0.1212,0.74,0.1642,0,70,70,1,Jan,14,Pagi,Hari Kerja
309,2011-01-14,Spring,2011,1,8,0,Friday,1,Clear,0.12,0.1667,0.68,0.0,2,156,158,1,Jan,14,Pagi,Hari Kerja
310,2011-01-14,Spring,2011,1,9,0,Friday,1,Clear,0.14,0.1515,0.69,0.1343,0,117,117,1,Jan,14,Pagi,Hari Kerja
311,2011-01-14,Spring,2011,1,10,0,Friday,1,Clear,0.18,0.1818,0.55,0.194,4,40,44,1,Jan,14,Pagi,Hari Kerja
312,2011-01-14,Spring,2011,1,11,0,Friday,1,Clear,0.18,0.1667,0.51,0.2836,6,47,53,1,Jan,14,Pagi,Hari Kerja
313,2011-01-14,Spring,2011,1,12,0,Friday,1,Clear,0.2,0.197,0.44,0.2537,2,59,61,1,Jan,14,Siang,Hari Kerja
314,2011-01-14,Spring,2011,1,13,0,Friday,1,Clear,0.22,0.197,0.37,0.3881,4,73,77,1,Jan,14,Siang,Hari Kerja
315,2011-01-14,Spring,2011,1,14,0,Friday,1,Clear,0.22,0.2121,0.41,0.2836,5,59,64,1,Jan,14,Siang,Hari Kerja
316,2011-01-14,Spring,2011,1,15,0,Friday,1,Clear,0.24,0.2424,0.38,0.1642,9,59,68,1,Jan,14,Siang,Hari Kerja
317,2011-01-14,Spring,2011,1,16,0,Friday,1,Clear,0.22,0.2424,0.41,0.1045,3,87,90,1,Jan,14,Siang,Hari Kerja
318,2011-01-14,Spring,2011,1,17,0,Friday,1,Clear,0.22,0.2273,0.41,0.1642,4,155,159,1,Jan,14,Siang,Hari Kerja
319,2011-01-14,Spring,2011,1,18,0,Friday,1,Clear,0.2,0.2576,0.47,0.0,5,134,139,1,Jan,14,Malam,Hari Kerja
320,2011-01-14,Spring,2011,1,19,0,Friday,1,Clear,0.16,0.197,0.59,0.0896,3,89,92,1,Jan,14,Malam,Hari Kerja
321,2011-01-14,Spring,2011,1,20,0,Friday,1,Clear,0.18,0.2424,0.59,0.0,0,68,68,1,Jan,14,Malam,Hari Kerja
322,2011-01-14,Spring,2011,1,21,0,Friday,1,Clear,0.16,0.2273,0.69,0.0,4,48,52,1,Jan,14,Malam,Hari Kerja
323,2011-01-14,Spring,2011,1,22,0,Friday,1,Mist,0.16,0.2273,0.69,0.0,2,34,36,1,Jan,14,Malam,Hari Kerja
324,2011-01-14,Spring,2011,1,23,0,Friday,1,Mist,0.18,0.2424,0.55,0.0,1,26,27,1,Jan,14,Malam,Hari Kerja
325,2011-01-15,Spring,2011,1,0,0,Saturday,0,Clear,0.18,0.2424,0.55,0.0,3,25,28,1,Jan,15,Dini Hari,Hari Libur/Akhir Pekan
326,2011-01-15,Spring,2011,1,1,0,Saturday,0,Mist,0.16,0.197,0.59,0.0896,2,18,20,1,Jan,15,Dini Hari,Hari Libur/Akhir Pekan
327,2011-01-15,Spring,2011,1,2,0,Saturday,0,Mist,0.16,0.197,0.59,0.0896,0,12,12,1,Jan,15,Dini Hari,Hari Libur/Akhir Pekan
328,2011-01-15,Spring,2011,1,3,0,Saturday,0,Mist,0.16,0.2273,0.59,0.0,1,7,8,1,Jan,15,Dini Hari,Hari Libur/Akhir Pekan
329,2011-01-15,Spring,2011,1,4,0,Saturday,0,Mist,0.16,0.2273,0.59,0.0,0,5,5,1,Jan,15,Dini Hari,Hari Libur/Akhir Pekan
330,2011-01-15,Spring,2011,1,5,0,Saturday,0,Clear,0.16,0.2273,0.59,0.0,0,1,1,1,Jan,15,Dini Hari,Hari Libur/Akhir Pekan
331,2011-01-15,Spring,2011,1,6,0,Saturday,0,Clear,0.14,0.1667,0.63,0.1045,1,2,3,1,Jan,15,Pagi,Hari Libur/Akhir Pekan
332,2011-01-15,Spring,2011,1,7,0,Saturday,0,Clear,0.14,0.2121,0.63,0.0,1,9,10,1,Jan,15,Pagi,Hari Libur/Akhir Pekan
333,2011-01-15,Spring,2011,1,8,0,Saturday,0,Clear,0.14,0.1515,0.63,0.1343,1,22,23,1,Jan,15,Pagi,Hari Libur/Akhir Pekan
334,2011-01-15,Spring,2011,1,9,0,Saturday,0,Clear,0.16,0.1818,0.64,0.1343,2,31,33,1,Jan,15,Pagi,Hari Libur/Akhir Pekan
335,2011-01-15,Spring,2011,1,10,0,Saturday,0,Clear,0.18,0.197,0.59,0.1642,2,57,59,1,Jan,15,Pagi,Hari Libur/Akhir Pekan
336,2011-01-15,Spring,2011,1,11,0,Saturday,0,Clear,0.2,0.197,0.55,0.2239,18,54,72,1,Jan,15,Pagi,Hari Libur/Akhir Pekan
337,2011-01-15,Spring,2011,1,12,0,Saturday,0,Clear,0.24,0.2273,0.48,0.2239,15,74,89,1,Jan,15,Siang,Hari Libur/Akhir Pekan
338,2011-01-15,Spring,2011,1,13,0,Saturday,0,Clear,0.28,0.2576,0.38,0.2985,21,80,101,1,Jan,15,Siang,Hari Libur/Akhir Pekan
339,2011-01-15,Spring,2011,1,14,0,Saturday,0,Clear,0.3,0.2879,0.39,0.2836,26,92,118,1,Jan,15,Siang,Hari Libur/Akhir Pekan
340,2011-01-15,Spring,2011,1,15,0,Saturday,0,Mist,0.32,0.3182,0.36,0.194,21,108,129,1,Jan,15,Siang,Hari Libur/Akhir Pekan
341,2011-01-15,Spring,2011,1,16,0,Saturday,0,Mist,0.34,0.3333,0.34,0.194,33,95,128,1,Jan,15,Siang,Hari Libur/Akhir Pekan
342,2011-01-15,Spring,2011,1,17,0,Saturday,0,Mist,0.32,0.303,0.36,0.2836,29,54,83,1,Jan,15,Siang,Hari Libur/Akhir Pekan
343,2011-01-15,Spring,2011,1,18,0,Saturday,0,Mist,0.3,0.2879,0.45,0.2537,15,69,84,1,Jan,15,Malam,Hari Libur/Akhir Pekan
